c1,c2,c2,b1,b2,lhAC,iw,nperiflw,nperfilw2,nperfilw3,zwGround,LFuselageLAPES,WFuselageLAPES,nCelulas,tauE,xCG_Acw,airfoilhIndex,Arh,motorIndex,infoBat,volumeBox,configBox,boxUse,batteryConsumption,Score
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.63,1.00,6.00,0.03,33.00,0.93,1933.50,238.23
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.59,1.00,6.00,0.03,33.00,0.93,1966.38,235.78
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.63,1.00,6.00,0.03,33.00,0.93,1952.47,238.17
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.55,1.00,6.00,0.03,33.00,0.93,1952.47,238.26
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.17,8.00,3.54,1.00,6.00,0.03,33.00,0.93,1952.47,235.86
0.23,0.23,0.23,0.76,0.48,0.70,4.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.56,1.00,6.00,0.03,33.00,0.93,1966.35,238.29
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.55,1.00,6.00,0.03,33.00,0.93,1988.53,238.29
0.23,0.23,0.23,0.76,0.48,0.70,4.94,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.57,0.19,8.00,3.56,1.00,6.00,0.03,33.00,0.93,1964.63,238.26
0.23,0.23,0.23,0.76,0.48,0.70,4.94,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.57,0.19,8.00,3.56,1.00,6.00,0.03,33.00,0.93,1974.18,238.26
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.62,1.00,6.00,0.03,33.00,0.93,1981.23,238.26
0.23,0.23,0.22,0.76,0.48,0.70,4.94,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.71,1.00,6.00,0.03,33.00,0.93,1997.93,238.22
0.23,0.23,0.22,0.76,0.48,0.70,4.95,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.19,8.00,3.55,1.00,6.00,0.03,33.00,0.93,1960.58,238.22
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.57,0.18,8.00,3.64,1.00,6.00,0.03,33.00,0.93,1967.63,238.25
0.23,0.23,0.22,0.76,0.48,0.70,4.95,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.19,8.00,3.60,1.00,6.00,0.03,33.00,0.93,1960.36,238.22
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.57,0.18,8.00,3.56,1.00,6.00,0.03,33.00,0.93,1971.88,233.38
0.23,0.23,0.22,0.76,0.48,0.70,4.95,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.17,8.00,3.55,1.00,6.00,0.03,33.00,0.93,1966.35,235.80
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.64,1.00,6.00,0.03,33.00,0.93,1972.26,238.25
0.23,0.23,0.22,0.76,0.48,0.70,4.94,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.54,1.00,6.00,0.03,33.00,0.93,1967.57,238.25
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.57,0.18,8.00,3.56,1.00,6.00,0.03,33.00,0.93,1959.28,235.82
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.54,1.00,6.00,0.03,33.00,0.93,1992.27,238.24
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.17,8.00,3.60,1.00,6.00,0.03,33.00,0.93,1935.30,238.25
0.23,0.23,0.22,0.76,0.48,0.70,4.94,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.58,0.18,8.00,3.53,1.00,6.00,0.03,33.00,0.93,1965.88,238.24
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.19,8.00,3.63,1.00,6.00,0.03,33.00,0.93,1965.88,238.25
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.19,8.00,3.56,1.00,6.00,0.03,33.00,0.93,1903.94,238.16
0.23,0.23,0.22,0.76,0.48,0.70,4.94,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.19,8.00,3.65,1.00,6.00,0.03,33.00,0.93,1971.91,238.22
0.23,0.23,0.22,0.76,0.48,0.70,4.85,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.19,8.00,3.44,1.00,6.00,0.03,33.00,0.94,1923.59,235.79
0.23,0.23,0.22,0.76,0.48,0.70,4.79,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.19,8.00,3.66,1.00,6.00,0.03,33.00,0.93,1962.60,238.22
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.46,1.00,6.00,0.03,33.00,0.93,1962.60,238.26
0.23,0.23,0.22,0.76,0.48,0.70,4.94,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.67,1.00,6.00,0.03,33.00,0.93,1962.60,235.79
0.23,0.23,0.22,0.76,0.48,0.70,4.83,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.19,8.00,3.54,1.00,6.00,0.03,33.00,0.93,1984.72,238.23
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.57,0.18,8.00,3.55,1.00,6.00,0.03,33.00,0.93,1962.65,238.22
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.19,8.00,3.59,1.00,6.00,0.03,33.00,0.93,1980.26,238.22
0.23,0.23,0.22,0.76,0.48,0.70,4.95,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.55,1.00,6.00,0.03,33.00,0.93,1984.90,235.76
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.57,1.00,6.00,0.03,33.00,0.93,1971.47,238.26
0.23,0.23,0.22,0.76,0.48,0.70,4.94,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.57,0.19,8.00,3.58,1.00,6.00,0.03,33.00,0.93,1959.89,238.27
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.58,0.19,8.00,3.67,1.00,6.00,0.03,33.00,0.93,1960.12,238.21
0.23,0.23,0.22,0.76,0.48,0.70,4.94,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.19,8.00,3.57,1.00,6.00,0.03,33.00,0.93,1938.29,238.22
0.23,0.23,0.22,0.76,0.48,0.70,4.79,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.17,8.00,3.63,1.00,6.00,0.03,33.00,0.93,1938.29,233.35
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.66,1.00,6.00,0.03,33.00,0.93,1976.76,238.20
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.52,1.00,6.00,0.03,33.00,0.93,1935.70,238.21
0.23,0.23,0.22,0.76,0.48,0.70,4.95,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.60,1.00,6.00,0.03,33.00,0.93,1981.33,238.24
0.23,0.23,0.22,0.76,0.48,0.70,4.94,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.19,8.00,3.57,1.00,6.00,0.03,33.00,0.93,1979.03,238.24
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.62,1.00,6.00,0.03,33.00,0.93,1939.81,238.25
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.19,8.00,3.57,1.00,6.00,0.03,33.00,0.93,1939.81,238.23
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.57,0.17,8.00,3.62,1.00,6.00,0.03,33.00,0.93,1939.81,235.84
0.23,0.23,0.22,0.76,0.48,0.70,4.94,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.57,0.19,8.00,3.61,1.00,6.00,0.03,33.00,0.93,1976.49,238.21
0.23,0.23,0.22,0.76,0.48,0.70,4.94,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.17,8.00,3.54,1.00,6.00,0.03,33.00,0.93,1966.73,238.26
0.23,0.23,0.22,0.76,0.48,0.70,4.94,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.63,1.00,6.00,0.03,33.00,0.93,1998.20,238.27
0.23,0.23,0.23,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.62,1.00,6.00,0.03,33.00,0.93,1956.58,238.27
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.57,0.18,8.00,3.57,1.00,6.00,0.03,33.00,0.93,1971.26,235.77
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.17,8.00,3.53,1.00,6.00,0.03,33.00,0.93,1972.52,238.21
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.64,1.00,6.00,0.03,33.00,0.93,1963.68,238.23
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.55,1.00,6.00,0.03,33.00,0.93,2002.57,215.74
0.23,0.23,0.22,0.76,0.48,0.70,4.94,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.19,8.00,3.68,1.00,6.00,0.03,33.00,0.93,1961.23,238.23
0.23,0.23,0.23,0.76,0.48,0.69,4.94,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.20,8.00,3.56,1.00,6.00,0.03,33.00,0.94,1918.85,238.24
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.58,0.19,8.00,3.61,1.00,6.00,0.03,33.00,0.93,1954.93,238.25
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.62,1.00,6.00,0.03,33.00,0.93,1961.63,238.27
0.23,0.23,0.22,0.76,0.48,0.70,4.95,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.62,1.00,6.00,0.03,33.00,0.93,1961.63,238.26
0.23,0.23,0.22,0.76,0.48,0.70,4.94,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.57,0.18,8.00,3.64,1.00,6.00,0.03,33.00,0.93,1942.76,238.22
0.23,0.23,0.22,0.76,0.48,0.70,4.94,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.58,0.19,8.00,3.55,1.00,6.00,0.03,33.00,0.93,1962.62,238.22
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.17,8.00,3.66,1.00,6.00,0.03,33.00,0.93,1977.27,235.80
0.23,0.23,0.22,0.76,0.48,0.70,4.94,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.17,8.00,3.55,1.00,6.00,0.03,33.00,0.93,1983.76,235.79
0.23,0.23,0.23,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.55,1.00,6.00,0.03,33.00,0.93,1952.87,238.26
0.23,0.23,0.22,0.76,0.48,0.70,4.83,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.19,8.00,3.55,1.00,6.00,0.03,33.00,0.93,1977.63,238.21
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.57,0.17,8.00,3.60,1.00,6.00,0.03,33.00,0.93,1930.07,235.86
0.23,0.23,0.22,0.76,0.48,0.70,4.94,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.19,8.00,3.56,1.00,6.00,0.03,33.00,0.93,1967.26,238.21
0.23,0.23,0.22,0.76,0.48,0.70,4.73,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.58,1.00,6.00,0.03,33.00,0.93,1977.28,233.37
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.66,1.00,6.00,0.03,33.00,0.93,1978.14,235.84
0.23,0.23,0.22,0.76,0.48,0.70,4.87,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.19,8.00,3.65,1.00,6.00,0.03,33.00,0.93,1978.14,238.23
0.23,0.23,0.22,0.76,0.48,0.70,4.94,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.58,0.19,8.00,3.55,1.00,6.00,0.03,33.00,0.93,1978.14,238.22
0.23,0.23,0.22,0.76,0.48,0.70,4.94,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.19,8.00,3.67,1.00,6.00,0.03,33.00,0.93,1939.13,238.18
0.23,0.23,0.22,0.76,0.48,0.70,4.96,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.57,1.00,6.00,0.03,33.00,0.93,1972.66,238.26
0.23,0.23,0.22,0.76,0.48,0.70,4.83,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.19,8.00,3.60,1.00,6.00,0.03,33.00,0.94,1936.17,233.35
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.60,1.00,6.00,0.03,33.00,0.93,1947.20,235.77
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.19,8.00,3.50,1.00,6.00,0.03,33.00,0.93,1934.42,238.21
0.23,0.23,0.22,0.76,0.48,0.70,4.83,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.53,1.00,6.00,0.03,33.00,0.93,1951.32,235.84
0.23,0.23,0.22,0.76,0.48,0.70,4.94,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.58,1.00,6.00,0.03,33.00,0.93,1983.94,238.22
0.23,0.23,0.22,0.76,0.47,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.58,0.18,8.00,3.67,1.00,6.00,0.03,33.00,0.93,1983.94,238.21
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.63,1.00,6.00,0.03,33.00,0.93,1983.94,238.28
0.23,0.23,0.22,0.76,0.48,0.70,4.97,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.19,8.00,3.62,1.00,6.00,0.03,33.00,0.93,1997.88,238.24
0.23,0.23,0.23,0.76,0.48,0.70,4.94,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.57,0.19,8.00,3.56,1.00,6.00,0.03,33.00,0.93,1967.03,215.74
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.17,8.00,3.57,1.00,6.00,0.03,33.00,0.93,1954.75,238.24
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.55,1.00,6.00,0.03,33.00,0.93,2011.22,215.76
0.23,0.23,0.22,0.76,0.48,0.70,4.94,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.57,1.00,6.00,0.03,33.00,0.93,2011.22,238.23
0.23,0.23,0.21,0.80,0.51,0.75,4.95,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.57,0.10,8.00,3.45,0.00,0.00,0.00,0.00,0.00,2011.22,0.00
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.55,1.00,6.00,0.03,33.00,0.93,1970.88,238.26
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.57,0.18,8.00,3.54,1.00,6.00,0.03,33.00,0.93,1973.32,238.23
0.23,0.23,0.22,0.76,0.48,0.70,4.94,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.19,8.00,3.65,1.00,6.00,0.03,33.00,0.93,1993.27,238.23
0.23,0.23,0.23,0.76,0.48,0.70,4.94,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.19,8.00,3.56,1.00,6.00,0.03,33.00,0.93,1938.56,238.24
0.23,0.23,0.23,0.76,0.48,0.70,4.94,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.19,8.00,3.56,1.00,6.00,0.03,33.00,0.93,1966.37,238.24
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.17,8.00,3.56,1.00,6.00,0.03,33.00,0.93,1942.17,215.79
0.23,0.23,0.22,0.76,0.48,0.70,4.94,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.19,8.00,3.65,1.00,6.00,0.03,33.00,0.93,1981.18,238.23
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.55,1.00,6.00,0.03,33.00,0.93,1948.73,238.29
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.51,1.00,6.00,0.03,33.00,0.93,1947.36,238.23
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.64,1.00,6.00,0.03,33.00,0.93,1961.07,238.23
0.23,0.23,0.23,0.76,0.48,0.70,4.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.56,1.00,6.00,0.03,33.00,0.93,2004.05,238.29
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.55,1.00,6.00,0.03,33.00,0.93,2022.72,238.29
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.55,1.00,6.00,0.03,33.00,0.93,1954.94,238.29
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.63,1.00,6.00,0.03,33.00,0.93,1959.28,238.28
0.23,0.23,0.22,0.76,0.48,0.70,4.94,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.63,1.00,6.00,0.03,33.00,0.93,1959.28,238.27
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.57,1.00,6.00,0.03,33.00,0.93,1974.95,235.82
0.23,0.23,0.22,0.76,0.48,0.70,4.94,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.57,0.19,8.00,3.61,1.00,6.00,0.03,33.00,0.93,1975.52,238.24
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.53,1.00,6.00,0.03,33.00,0.93,1979.57,215.74
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.62,1.00,6.00,0.03,33.00,0.93,1974.66,238.25
0.23,0.23,0.23,0.76,0.48,0.70,4.94,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.57,0.18,8.00,3.58,1.00,6.00,0.03,33.00,0.93,1977.34,238.27
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.57,0.19,8.00,3.64,1.00,6.00,0.03,33.00,0.93,1974.03,238.25
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.17,8.00,3.57,1.00,6.00,0.03,33.00,0.93,1979.80,215.73
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.56,1.00,6.00,0.03,33.00,0.93,1966.54,238.23
0.23,0.23,0.22,0.76,0.48,0.70,4.87,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.19,8.00,3.67,1.00,6.00,0.03,33.00,0.93,1955.92,238.25
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.56,1.00,6.00,0.03,33.00,0.93,1991.68,238.23
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.53,1.00,6.00,0.03,33.00,0.93,1984.05,238.24
0.23,0.23,0.22,0.76,0.48,0.70,4.94,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.73,1.00,6.00,0.03,33.00,0.93,1941.80,238.22
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.64,1.00,6.00,0.03,33.00,0.93,1978.56,238.24
0.23,0.23,0.22,0.76,0.48,0.70,4.95,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.17,8.00,3.58,1.00,6.00,0.03,33.00,0.93,1960.20,238.26
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.56,1.00,6.00,0.03,33.00,0.93,1971.10,215.73
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.62,1.00,6.00,0.03,33.00,0.93,1978.47,238.22
0.23,0.23,0.23,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.55,1.00,6.00,0.03,33.00,0.93,1949.70,238.27
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.63,1.00,6.00,0.03,33.00,0.93,1971.26,215.70
0.23,0.23,0.22,0.76,0.48,0.70,4.83,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.19,8.00,3.54,1.00,6.00,0.03,33.00,0.93,1960.81,238.24
0.23,0.23,0.22,0.76,0.48,0.70,4.94,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.58,0.19,8.00,3.56,1.00,6.00,0.03,33.00,0.93,1951.73,238.21
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.62,1.00,6.00,0.03,33.00,0.93,1924.38,238.26
0.23,0.23,0.22,0.76,0.48,0.70,4.94,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.58,0.19,8.00,3.54,1.00,6.00,0.03,33.00,0.93,1969.22,238.24
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.17,8.00,3.56,1.00,6.00,0.03,33.00,0.93,1984.98,238.24
0.23,0.23,0.22,0.76,0.48,0.69,4.94,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.20,8.00,3.53,1.00,6.00,0.03,33.00,0.94,2022.65,238.20
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.17,8.00,3.60,1.00,6.00,0.03,33.00,0.93,2002.37,235.87
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.55,1.00,6.00,0.03,33.00,0.93,1942.53,238.27
0.23,0.23,0.22,0.76,0.48,0.70,4.94,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.57,0.19,8.00,3.70,1.00,6.00,0.03,33.00,0.93,1983.55,238.19
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.17,8.00,3.64,1.00,6.00,0.03,33.00,0.92,1969.66,235.87
0.23,0.23,0.22,0.76,0.48,0.70,4.96,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.57,0.19,8.00,3.56,1.00,6.00,0.03,33.00,0.93,1973.03,238.21
0.23,0.23,0.22,0.76,0.48,0.70,4.95,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.57,0.18,8.00,3.61,1.00,6.00,0.03,33.00,0.93,1973.31,238.26
0.23,0.23,0.23,0.76,0.48,0.70,4.94,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.19,8.00,3.55,1.00,6.00,0.03,33.00,0.93,1977.55,238.19
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.17,8.00,3.64,1.00,6.00,0.03,33.00,0.93,1975.67,235.81
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.17,8.00,3.63,1.00,6.00,0.03,33.00,0.92,1965.15,238.29
0.23,0.23,0.22,0.76,0.48,0.70,4.95,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.18,8.00,3.57,1.00,6.00,0.03,33.00,0.93,1993.74,238.21
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.19,8.00,3.63,1.00,6.00,0.03,33.00,0.93,1954.01,215.71
0.23,0.23,0.22,0.76,0.48,0.70,4.94,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.17,8.00,3.56,1.00,6.00,0.03,33.00,0.93,2000.93,215.81
0.23,0.23,0.22,0.76,0.48,0.70,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.19,8.00,3.55,1.00,6.00,0.03,33.00,0.93,1976.72,238.22
